statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,93.10,94.59,91.60,97.77,91.69,0.00,92.35,94.20,91.34,97.24,90.49,0.00,96.36,96.88,93.94,100.00,95.83,-4.01,-2.68
std,,,,,,,,,,,,,,,,,,,,
min,0.00,93.10,94.59,91.60,97.77,91.69,0.00,92.35,94.20,91.34,97.24,90.49,0.00,96.36,96.88,93.94,100.00,95.83,-4.01,-2.68
max,0.00,93.10,94.59,91.60,97.77,91.69,0.00,92.35,94.20,91.34,97.24,90.49,0.00,96.36,96.88,93.94,100.00,95.83,-4.01,-2.68
