statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,92.93,94.42,91.68,97.33,91.61,0.00,91.76,93.64,92.38,94.93,90.55,0.00,71.19,74.63,75.76,73.53,70.76,20.58,19.01
std,,,,,,,,,,,,,,,,,,,,
min,0.00,92.93,94.42,91.68,97.33,91.61,0.00,91.76,93.64,92.38,94.93,90.55,0.00,71.19,74.63,75.76,73.53,70.76,20.58,19.01
max,0.00,92.93,94.42,91.68,97.33,91.61,0.00,91.76,93.64,92.38,94.93,90.55,0.00,71.19,74.63,75.76,73.53,70.76,20.58,19.01
