statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,94.33,95.49,92.99,98.14,93.24,0.00,90.59,92.76,91.11,94.47,89.10,0.00,88.89,92.41,88.16,97.10,83.55,1.70,0.35
std,,,,,,,,,,,,,,,,,,,,
min,0.00,94.33,95.49,92.99,98.14,93.24,0.00,90.59,92.76,91.11,94.47,89.10,0.00,88.89,92.41,88.16,97.10,83.55,1.70,0.35
max,0.00,94.33,95.49,92.99,98.14,93.24,0.00,90.59,92.76,91.11,94.47,89.10,0.00,88.89,92.41,88.16,97.10,83.55,1.70,0.35
