Experiment,exp_id,N,accuracy_mean,accuracy_std,accuracy_ci_low,accuracy_ci_high,f1_mean,f1_std,f1_ci_low,f1_ci_high,precision_mean,precision_std,precision_ci_low,precision_ci_high,recall_mean,recall_std,recall_ci_low,recall_ci_high,auc_mean,auc_std,auc_ci_low,auc_ci_high
"TransformerSE (Acc, 3ch)",transformer_se_acc_only,4,0.810725,0.0436153929249755,0.7413231769661952,0.8801268230338049,0.8539,0.04186868360322149,0.787277581279906,0.920522418720094,0.746775,0.06462978544499945,0.6439345890496234,0.8496154109503765,1.0,0.0,,,0.7581500000000001,0.1084211080309857,0.5856278226659819,0.9306721773340183
"TransformerSE (Acc+SMV, 4ch)",transformer_se_acc_smv,5,0.78406,0.0983205878745647,0.6619788657539232,0.9061411342460768,0.82194,0.09484096161469475,0.7041793924080082,0.9397006075919918,0.7430999999999999,0.12823338098950676,0.583877227457382,0.9023227725426177,0.93286,0.0852935402008851,0.8269540818532153,1.0387659181467848,0.7644599999999999,0.07576039862619521,0.6703910405362872,0.8585289594637127
"TransformerSE (Acc+Gyro, 6ch)",transformer_se_acc_gyro,5,0.7902600000000001,0.11149104448340233,0.6518255839428247,0.9286944160571754,0.8151399999999999,0.11975718350061512,0.666441816721004,0.9638381832789957,0.75644,0.16136406973053205,0.5560800440119562,0.9567999559880438,0.9045400000000001,0.1062138785658447,0.7726580508752041,1.0364219491247961,0.7778799999999999,0.08720193231803983,0.6696045000668883,0.8861554999331115
"TransformerSE (Acc+Gyro+SMV, 7ch)",transformer_se_acc_gyro_smv,4,0.78725,0.11206844634716172,0.6089240934917638,0.9655759065082362,0.7833,0.160682979808068,0.5276175222938742,1.0389824777061258,0.807775,0.20105467539950425,0.4878521455573605,1.1276978544426395,0.81425,0.21648504952228612,0.46977397699926,1.1587260230007401,0.78015,0.06367550549465623,0.6788280614007117,0.8814719385992883
"Transformer (Acc, 3ch)",transformer_acc_only,2,0.8451500000000001,0.19070669888601183,-0.8682817087078676,2.5585817087078677,0.8329500000000001,0.21573827894001552,-1.105381532542715,2.771281532542715,0.8,0.28284271247461906,-1.7412409472864192,3.341240947286419,0.8785499999999999,0.13130972926634193,-0.30122110977772043,2.0583211097777205,0.8546499999999999,0.18533268734899402,-0.8104981307094254,2.5197981307094253
"Transformer (Acc+SMV, 4ch)",transformer_acc_smv,3,0.8363333333333333,0.06617887376900074,0.6719358972764112,1.0007307693902554,0.8623,0.06168273664486687,0.7090715877307596,1.0155284122692403,0.7615333333333334,0.09852118215558182,0.5167931493252248,1.0062735173414419,1.0,0.0,,,0.8174999999999999,0.06115055191901376,0.6655936078779184,0.9694063921220814
