statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,95.72,96.56,97.91,95.24,95.89,0.00,97.35,97.92,98.15,97.70,97.22,0.01,88.50,86.23,80.00,93.51,89.44,8.85,11.69
std,,,,,,,,,,,,,,,,,,,,
min,0.00,95.72,96.56,97.91,95.24,95.89,0.00,97.35,97.92,98.15,97.70,97.22,0.01,88.50,86.23,80.00,93.51,89.44,8.85,11.69
max,0.00,95.72,96.56,97.91,95.24,95.89,0.00,97.35,97.92,98.15,97.70,97.22,0.01,88.50,86.23,80.00,93.51,89.44,8.85,11.69
