statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,94.46,95.41,97.09,93.80,94.65,0.00,95.88,96.79,96.35,97.24,95.37,0.02,79.59,84.85,73.68,100.00,76.19,16.29,11.94
std,,,,,,,,,,,,,,,,,,,,
min,0.00,94.46,95.41,97.09,93.80,94.65,0.00,95.88,96.79,96.35,97.24,95.37,0.02,79.59,84.85,73.68,100.00,76.19,16.29,11.94
max,0.00,94.46,95.41,97.09,93.80,94.65,0.00,95.88,96.79,96.35,97.24,95.37,0.02,79.59,84.85,73.68,100.00,76.19,16.29,11.94
