test_subject,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc
36,0.000409,87.78,90.22,84.78,96.41,86.01,0.000302,91.73,93.39,89.02,98.21,90.22,0.001328,80.36,84.51,73.17,100.0,78.85
Average,0.000409,87.78,90.22,84.78,96.41,86.01,0.000302,91.73,93.39,89.02,98.21,90.22,0.001328,80.36,84.51,73.17,100.0,78.85
