statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,93.94,95.09,97.05,93.21,94.20,0.00,96.18,96.98,97.66,96.31,96.12,0.00,91.50,89.44,85.71,93.51,91.88,4.68,7.54
std,,,,,,,,,,,,,,,,,,,,
min,0.00,93.94,95.09,97.05,93.21,94.20,0.00,96.18,96.98,97.66,96.31,96.12,0.00,91.50,89.44,85.71,93.51,91.88,4.68,7.54
max,0.00,93.94,95.09,97.05,93.21,94.20,0.00,96.18,96.98,97.66,96.31,96.12,0.00,91.50,89.44,85.71,93.51,91.88,4.68,7.54
