statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,89.18,91.22,86.26,96.78,87.71,0.00,93.60,94.83,91.29,98.65,92.42,0.00,92.79,95.12,90.70,100.00,87.88,0.81,-0.29
std,,,,,,,,,,,,,,,,,,,,
min,0.00,89.18,91.22,86.26,96.78,87.71,0.00,93.60,94.83,91.29,98.65,92.42,0.00,92.79,95.12,90.70,100.00,87.88,0.81,-0.29
max,0.00,89.18,91.22,86.26,96.78,87.71,0.00,93.60,94.83,91.29,98.65,92.42,0.00,92.79,95.12,90.70,100.00,87.88,0.81,-0.29
