statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,94.25,95.28,96.70,93.91,94.36,0.00,95.29,96.28,97.18,95.39,95.26,0.01,92.36,92.20,98.48,86.67,92.61,2.93,4.08
std,,,,,,,,,,,,,,,,,,,,
min,0.00,94.25,95.28,96.70,93.91,94.36,0.00,95.29,96.28,97.18,95.39,95.26,0.01,92.36,92.20,98.48,86.67,92.61,2.93,4.08
max,0.00,94.25,95.28,96.70,93.91,94.36,0.00,95.29,96.28,97.18,95.39,95.26,0.01,92.36,92.20,98.48,86.67,92.61,2.93,4.08
