statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,95.63,96.42,97.16,95.70,95.61,0.00,97.35,97.90,99.06,96.77,97.57,0.01,76.82,76.82,90.62,66.67,78.65,20.53,21.08
std,,,,,,,,,,,,,,,,,,,,
min,0.00,95.63,96.42,97.16,95.70,95.61,0.00,97.35,97.90,99.06,96.77,97.57,0.01,76.82,76.82,90.62,66.67,78.65,20.53,21.08
max,0.00,95.63,96.42,97.16,95.70,95.61,0.00,97.35,97.90,99.06,96.77,97.57,0.01,76.82,76.82,90.62,66.67,78.65,20.53,21.08
