statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,93.51,94.80,92.37,97.36,92.46,0.00,88.82,91.59,88.09,95.39,86.31,0.00,91.71,93.93,100.00,88.55,94.27,-2.89,-2.33
std,,,,,,,,,,,,,,,,,,,,
min,0.00,93.51,94.80,92.37,97.36,92.46,0.00,88.82,91.59,88.09,95.39,86.31,0.00,91.71,93.93,100.00,88.55,94.27,-2.89,-2.33
max,0.00,93.51,94.80,92.37,97.36,92.46,0.00,88.82,91.59,88.09,95.39,86.31,0.00,91.71,93.93,100.00,88.55,94.27,-2.89,-2.33
