fold,test_subject,phase,epoch,loss,accuracy,f1_score,precision,recall,auc
1,31,train,1,0.005496947072559343,66.11810261374636,75.90637907296926,67.87033237587198,86.10098906819364,59.81619911813757
1,31,val,1,0.0015241716438805677,80.91872791519434,88.88888888888889,80.29739776951673,99.53917050691244,59.618070101941065
1,31,train,2,0.0020412982265077587,71.60374314294934,79.37177684013128,72.19616204690831,88.1311816762103,66.39156706900499
1,31,val,2,0.0012635240469509638,77.3851590106007,85.45454545454545,84.30493273542601,86.63594470046083,66.8028208350789
1,31,train,3,0.0012896837785037036,74.73378509196516,81.54607588970069,74.50473729543498,90.05726184279021,69.90129645619987
1,31,val,3,0.0016139914205975752,71.02473498233216,79.7029702970297,86.09625668449198,74.19354838709677,67.39980449657868
1,31,train,4,0.0010193632401720714,75.70183930300097,82.41065171688858,74.7457627118644,91.827173347215,70.61647292148525
1,31,val,4,0.0009759111007405676,82.3321554770318,89.03508771929826,84.93723849372385,93.54838709677419,69.50146627565982
1,31,train,5,0.0008142213431788322,78.47692804130365,84.26515687662184,77.04918032786885,92.97241020301927,73.9055599402193
1,31,val,5,0.0006619587988187904,83.3922261484099,89.93576017130621,84.0,96.7741935483871,68.08406647116325
1,31,train,6,0.0007043512746638811,80.50984188447886,85.71428571428571,78.54356306892068,94.32587194169703,76.1527492136329
1,31,val,6,0.0005950637543475248,87.63250883392226,92.37472766884531,87.60330578512396,97.6958525345622,76.12065354000838
1,31,train,7,0.0006526673748180457,81.76831235882543,86.62088562633198,79.45264986967854,95.21082769390942,77.52901316783758
1,31,val,7,0.0005636426221987384,89.04593639575971,92.93849658314352,91.8918918918919,94.00921658986175,83.36824465856725
1,31,train,8,0.0005774939641303576,82.54275572765408,87.06669854171646,80.50397877984085,94.7943779281624,78.67902258038002
1,31,val,8,0.00046856181413040566,89.75265017667844,93.62637362637362,89.49579831932773,98.15668202764977,80.13894707443096
1,31,train,9,0.000556237851974271,84.73701193933528,88.62160211691123,82.37924865831843,95.8875585632483,81.22051951931516
1,31,val,9,0.0006562127688958873,90.10600706713781,93.51851851851852,93.95348837209302,93.08755760368663,86.69529395335846
1,31,train,10,0.0005285147434474961,84.28525330751856,88.27918170878459,82.09489704565802,95.4711087975013,80.75762570605117
1,31,val,10,0.000393240248567224,85.51236749116607,91.29511677282377,84.64566929133859,99.07834101382488,69.9937159614579
1,31,train,11,0.0004975053001821483,85.96321393998065,89.47495765787563,83.58951175406871,96.25195210827694,82.71850576551367
1,31,val,11,0.000446380612970241,85.86572438162544,91.52542372881356,84.70588235294117,99.53917050691244,70.22413070800168
1,31,train,12,0.00048784037018762786,86.2213617295902,89.57773980961679,84.32904411764706,95.52316501821969,83.28789829858353
1,31,val,12,0.00037116636012025944,90.10600706713781,93.88646288209607,89.21161825726142,99.07834101382488,79.84220080994275
1,31,train,13,0.0004592906018324189,86.44724104549854,89.80582524271846,84.12914961346067,96.30400832899532,83.33876138011733
1,31,val,13,0.0003757257929381128,86.21908127208481,91.68443496801706,85.31746031746032,99.07834101382488,71.50886747660941
1,31,train,14,0.0004277947091621597,87.38302678283317,90.44243461256414,85.25345622119815,96.30400832899532,84.56966121033805
1,31,val,14,0.0004778518028846899,90.45936395759718,93.95973154362414,91.30434782608695,96.7741935483871,83.2355816226784
1,31,train,15,0.00040475789231565854,88.12520167796063,90.99804305283757,85.83294877711121,96.82457053617908,85.38172499644267
1,31,val,15,0.00024595242915115593,92.57950530035336,95.34368070953437,91.88034188034187,99.07834101382488,85.14523111297306
1,31,train,16,0.0003981107185351614,88.51242336237496,91.20553359683794,86.78890456041373,96.09578344612181,86.12089681643951
1,31,val,16,0.00034038966699328945,92.226148409894,95.08928571428571,92.20779220779221,98.15668202764977,85.44197737746126
1,31,train,17,0.00039624109853416073,87.38302678283317,90.42839657282742,85.35120147874306,96.14783966684018,84.61891134445574
1,31,val,17,0.0003459356369799523,92.226148409894,95.13274336283185,91.48936170212765,99.07834101382488,84.3876553553973
1,31,train,18,0.00038969622508398214,88.51242336237496,91.22720551996056,86.61675245671502,96.3560645497137,86.03881325957671
1,31,val,18,0.0002610670376318925,92.57950530035336,95.34368070953437,91.88034188034187,99.07834101382488,85.14523111297306
1,31,train,19,0.00036373408285888327,89.19006131010003,91.74673564917468,87.09073900841908,96.92868297761582,86.74957069084527
1,31,val,19,0.0002875050543001178,95.40636042402826,97.03872437357631,95.94594594594594,98.15668202764977,92.26015919564307
1,31,train,20,0.0003499342534341286,89.93223620522748,92.23107569721117,88.40095465393794,96.40812077043208,87.88996870440108
1,31,val,20,0.00037294786008792297,95.0530035335689,96.81818181818181,95.51569506726457,98.15668202764977,91.5025834380673
1,31,train,21,0.0003213565589252423,90.28718941594063,92.49937702466981,88.7189292543021,96.61634565330557,88.29119489796008
1,31,val,21,0.00029102250499249345,96.46643109540636,97.68518518518518,98.13953488372093,97.23502304147466,95.5872084904343
1,31,train,22,0.0003752986665799488,89.28686673120362,91.77403369672945,87.56501182033098,96.40812077043208,87.04107226976612
1,31,val,22,0.0005063479338433633,93.28621908127208,95.73033707865169,93.42105263157895,98.15668202764977,87.71470465018851
1,31,train,23,0.00033877969537051734,90.57760567925138,92.7363184079602,88.804192472606,97.03279541905258,88.54186460256534
1,31,val,23,0.000377978624400844,88.69257950530034,92.88888888888889,89.69957081545064,96.31336405529954,79.97486384583159
1,31,test,best,0.00723697930308325,75.0,76.66666666666666,67.64705882352942,88.46153846153845,75.8974358974359
2,34,train,1,0.004230083800367378,67.07277973709522,76.2543352601156,68.48006644518271,86.01982263954096,61.437531952050016
2,34,val,1,0.0020871170839235555,71.02473498233216,80.56872037914692,82.92682926829268,78.3410138248848,62.655355397290876
2,34,train,2,0.0019313149099244487,72.77973709522283,79.90532544378699,73.13691507798961,88.05425143453313,68.2367762996293
2,34,val,2,0.00161731864454047,70.6713780918728,79.40446650124069,86.02150537634408,73.73271889400922,67.16938975003491
2,34,train,3,0.0015244398346100912,74.25456877204232,81.1103269818866,73.86461011139674,89.9321857068336,69.59171681348334
2,34,val,3,0.0007396138441015048,87.27915194346289,92.24137931034481,86.63967611336032,98.61751152073732,74.30875576036865
2,34,train,4,0.0010071544668811298,78.03783263866623,83.63983759254836,77.13656387665199,91.34063641105895,74.08129990270085
2,34,val,4,0.0008241010717915983,86.92579505300353,91.37529137529137,92.45283018867924,90.32258064516128,83.04007820136853
2,34,train,5,0.0008653544579877729,79.833279897403,84.93413173652695,78.52081488042516,92.48826291079813,76.06942263676346
2,34,val,5,0.00042849182819309166,89.39929328621908,93.44978165938865,88.79668049792531,98.61751152073732,78.8542103058232
2,34,train,6,0.0006849520337212808,82.3340814363578,86.69403525718427,80.71043165467626,93.6358894105373,78.97268680177447
2,34,val,6,0.00037056094943792577,86.92579505300353,92.07708779443254,86.0,99.07834101382488,73.02401899176093
2,34,train,7,0.0006588012721770541,83.48829753126002,87.53931768691022,81.63357400722022,94.36619718309859,80.25298211900355
2,34,val,7,0.00033154228024263687,89.39929328621908,93.36283185840708,89.7872340425532,97.23502304147466,80.43569333891915
2,34,train,8,0.0005617305097737806,84.80282141712088,88.427734375,83.1115190454337,94.47052686489307,81.92744313294571
2,34,val,8,0.000359092967407021,87.63250883392226,92.44060475161987,86.99186991869918,98.61751152073732,75.06633151794442
2,34,train,9,0.0005257053144870947,85.5081756973389,88.94865525672373,83.70915784629544,94.88784559207095,82.71846522532
2,34,val,9,0.0003239561609476278,91.87279151943463,94.9671772428884,90.41666666666667,100.0,82.57575757575756
2,34,train,10,0.0004773419965494516,86.11734530298173,89.4054318571079,84.19354838709677,95.30516431924883,83.38469530438314
2,34,val,10,0.00020177987841856352,95.75971731448763,97.28506787330318,95.55555555555556,99.07834101382488,91.96341293115486
2,34,train,11,0.0004522143443613413,87.30362295607567,90.28459273797841,85.22464103751737,95.98330725091289,84.72210287670437
2,34,val,11,0.0003088903169118052,93.99293286219081,96.10983981693364,95.45454545454545,96.7741935483871,90.81133919843597
2,34,train,12,0.0004771119225489554,85.98909907021482,89.29184023523646,84.19593345656192,95.04434011476265,83.29588053991046
2,34,val,12,0.00022164108758206501,94.34628975265018,96.44444444444444,93.13304721030042,100.0,87.87878787878788
2,34,train,13,0.00041862934888718255,87.52805386341777,90.42579374846173,85.60111835973905,95.82681272822117,85.05982899306234
2,34,val,13,0.0003065025473388682,92.57950530035336,95.23809523809523,93.75,96.7741935483871,87.78103616813294
2,34,train,14,0.00039367591612860344,88.07310035267713,90.84645669291339,85.98043782021425,96.29629629629629,85.62734947926295
2,34,val,14,0.0002888923135747337,91.87279151943463,94.92273730684326,91.10169491525424,99.07834101382488,83.63007959782153
2,34,train,15,0.0004022876284455175,88.1372234690606,90.9491193737769,85.62874251497006,96.97443922796035,85.50885022962078
2,34,val,15,0.0006442322352960337,87.98586572438163,92.5764192139738,87.96680497925311,97.6958525345622,76.87822929758413
2,34,train,16,0.00036348910144111906,89.06700865662071,91.56566905763046,87.06491063029162,96.55712050078247,86.83929236353599
2,34,val,16,0.0005005605341109707,92.57950530035336,95.21640091116174,94.14414414414415,96.31336405529954,88.30819717916492
2,34,train,17,0.0003634058718389523,88.97082398204553,91.53543307086615,86.63251047973917,97.0266040688576,86.57486609432897
2,34,val,17,0.0006326374403684805,90.10600706713781,93.6936936936937,91.62995594713657,95.85253456221197,83.5323278871666
2,34,train,18,0.0003612133435147739,89.70823982045528,92.05642167780252,87.57062146892656,97.0266040688576,87.53160486304776
2,34,val,18,0.0003375285963261296,92.226148409894,95.02262443438914,93.33333333333333,96.7741935483871,87.02346041055719
2,34,test,best,0.0017528277110411888,88.88888888888889,93.75,88.23529411764706,100.0,66.66666666666667
3,36,train,1,0.005172291792701947,69.11717495987159,77.6798143851508,70.01254705144291,87.23293381969775,63.64155052188901
3,36,val,1,0.0025124094932744865,77.3851590106007,85.96491228070175,82.00836820083683,90.32258064516128,62.58553274682307
3,36,train,2,0.0023624958078800004,71.87800963081862,79.31034482758619,72.5269978401728,87.49348619072434,67.15811433282036
3,36,val,2,0.0013166537949348086,83.3922261484099,90.22869022869024,82.1969696969697,100.0,64.39393939393939
3,36,train,3,0.0015658641715397997,75.6661316211878,82.05492424242424,75.18438177874187,90.30745179781135,71.2406824206448
3,36,val,3,0.0008376472080027677,85.51236749116607,90.94922737306842,87.28813559322035,94.93087557603687,74.73816506074571
3,36,train,4,0.0010918303576700186,77.4959871589085,83.43181281021033,76.340830449827,91.97498697238144,73.1196005096021
3,36,val,4,0.0007345705381973051,82.3321554770318,89.49579831932773,82.23938223938224,98.15668202764977,64.22985616534002
3,36,train,5,0.0009278180068702606,80.0,85.1063829787234,78.62190812720848,92.75664408546118,76.14420833035602
3,36,val,5,0.0005732930196258288,82.68551236749117,89.85507246376811,81.57894736842105,100.0,62.878787878787875
3,36,train,6,0.0007283342371352412,80.32102728731942,85.44979824353192,78.46556233653008,93.79885356956748,76.24725287174026
3,36,val,6,0.0004811217225166597,88.69257950530034,93.01310043668121,88.38174273858921,98.15668202764977,77.86621980170368
3,36,train,7,0.0006148784354113844,82.34349919743178,86.86723973256925,80.16747465843984,94.78895257946847,78.5817672596339
3,36,val,7,0.00043169353091464024,91.16607773851591,94.4812362030905,90.67796610169492,98.61751152073732,82.64208909370201
3,36,train,8,0.0005572449039207416,84.68699839486356,88.42513952924047,82.74296094459582,94.94528400208442,81.58635437562415
3,36,val,8,0.00033712188315054555,89.39929328621908,93.53448275862068,87.85425101214574,100.0,77.27272727272727
3,36,train,9,0.0005004337239849051,85.52166934189405,88.99194532584819,83.70064279155189,94.99739447628973,82.65756011439905
3,36,val,9,0.000357662182788335,90.45936395759718,94.09190371991248,89.58333333333334,99.07834101382488,80.59977656751852
3,36,train,10,0.0004772700554725638,85.61797752808988,89.20481927710844,82.96727924697444,96.45648775403856,82.34195625160122
3,36,val,10,0.0002998820812089283,93.28621908127208,95.74944071588367,93.04347826086956,98.61751152073732,87.18754363915654
3,36,train,11,0.00044654240864620544,87.31942215088283,90.32574087680626,85.21256931608133,96.09171443460134,84.66793079589598
3,36,val,11,0.00025425357382099535,90.45936395759718,94.11764705882352,89.25619834710744,99.53917050691244,80.07261555648653
3,36,train,12,0.00042470191571006424,87.38362760834671,90.38884812912693,85.16129032258064,96.30015633142261,84.68853970417285
3,36,val,12,0.00028823105151050925,92.226148409894,95.15418502202643,91.13924050632912,99.53917050691244,83.86049434436532
3,36,train,13,0.000383669130181233,88.82825040128411,91.40740740740742,86.86062881276396,96.45648775403856,86.52255825829019
3,36,val,13,0.0003196301050615816,89.04593639575971,93.27548806941432,88.11475409836066,99.07834101382488,77.56947353721547
3,36,train,14,0.0004203759642081697,87.28731942215087,90.31311154598826,85.1083448593822,96.19593538301199,84.59462320990065
3,36,val,14,0.0002373662240829569,92.93286219081273,95.57522123893804,91.91489361702128,99.53917050691244,85.37564585951684
3,36,train,15,0.00036955200057973064,89.0529695024077,91.59062885326757,86.93820224719101,96.76915059927045,86.72069570097301
3,36,val,15,0.00018632669798213686,95.40636042402826,97.0917225950783,94.34782608695652,100.0,90.15151515151516
3,36,train,16,0.0003760182476612959,89.18138041733548,91.67695727340084,87.13615023474178,96.71704012506514,86.9036705642048
3,36,val,16,0.00025674018534986375,92.93286219081273,95.55555555555556,92.27467811158799,99.07834101382488,85.90280687054882
3,36,train,17,0.0003569691598917661,89.85553772070625,92.17821782178217,87.78877887788778,97.02970297029702,87.6870922878241
3,36,val,17,0.0002517975313924648,93.63957597173145,95.98214285714288,93.07359307359307,99.07834101382488,87.41795838570032
3,36,train,18,0.00035497789625467115,89.7271268057785,92.10266535044423,87.48241912798875,97.2381448671183,87.45686507569961
3,36,val,18,0.00015546530838924142,96.46643109540636,97.73755656108595,96.0,99.53917050691244,92.95140343527441
3,36,train,19,0.00035783850481766567,89.43820224719101,91.85038394847658,87.53541076487252,96.61281917665451,87.2696202906684
3,36,val,19,0.00018940821895540392,95.40636042402826,97.06546275395034,95.13274336283186,99.07834101382488,91.20583717357911
3,36,train,20,0.00032864411497551403,89.98394863563402,92.26190476190477,88.02650260293422,96.9254820218864,87.88581793402011
3,36,val,20,0.00021362879935507217,95.40636042402826,97.07865168539325,94.73684210526315,99.53917050691244,90.67867616254712
3,36,train,21,0.0003149819059557555,91.07544141252006,93.03955933900852,89.5421686746988,96.82126107347577,89.33872418222283
3,36,val,21,0.00024254961011687775,93.28621908127208,95.80573951434879,91.94915254237289,100.0,85.60606060606061
3,36,train,22,0.0003219377306285486,90.2728731942215,92.53878355084954,87.72175536881419,97.9155810317874,87.96280723830172
3,36,val,22,0.00018790266361390324,96.113074204947,97.52808988764045,95.17543859649122,100.0,91.66666666666667
3,36,train,23,0.00030027163300190844,91.04333868378812,93.06142750559563,89.0104662226451,97.49869723814487,89.09215798362092
3,36,val,23,0.00020857536572923508,95.40636042402826,97.06546275395034,95.13274336283186,99.07834101382488,91.20583717357911
3,36,train,24,0.0003039865208906308,91.97431781701445,93.75312343828085,90.0624099855977,97.75924960917143,90.22577865073956
3,36,val,24,0.00016571790335351082,95.75971731448763,97.2972972972973,95.15418502202643,99.53917050691244,91.43625192012288
3,36,train,25,0.0002881337996171623,91.74959871589084,93.55728252694911,90.14492753623189,97.2381448671183,90.09064433991367
3,36,val,25,0.00020252004621201607,94.69964664310953,96.64429530201343,93.91304347826087,99.53917050691244,89.16352464739562
3,36,test,best,0.05014902800321579,42.5,34.285714285714285,85.71428571428571,21.428571428571427,56.54761904761904
4,37,train,1,0.004084036595082972,66.27296587926509,75.50047664442326,67.75021385799829,85.2529601722282,60.94580781720653
4,37,val,1,0.0019409276887300579,71.02473498233216,80.47619047619047,83.2512315270936,77.88018433179722,63.18251640832286
