statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,92.85,94.33,91.30,97.56,91.55,0.00,93.24,94.78,93.30,96.31,92.06,0.00,89.16,91.97,94.74,89.36,89.04,4.07,2.81
std,,,,,,,,,,,,,,,,,,,,
min,0.00,92.85,94.33,91.30,97.56,91.55,0.00,93.24,94.78,93.30,96.31,92.06,0.00,89.16,91.97,94.74,89.36,89.04,4.07,2.81
max,0.00,92.85,94.33,91.30,97.56,91.55,0.00,93.24,94.78,93.30,96.31,92.06,0.00,89.16,91.97,94.74,89.36,89.04,4.07,2.81
