test_subject,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc
43,0.000202,94.33,95.51,92.73,98.46,93.15,0.000331,92.35,94.2,91.34,97.24,90.49,0.000182,91.92,94.52,89.61,100.0,86.67
Average,0.000202,94.33,95.51,92.73,98.46,93.15,0.000331,92.35,94.2,91.34,97.24,90.49,0.000182,91.92,94.52,89.61,100.0,86.67
