statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,93.39,94.40,96.05,92.81,93.53,0.00,97.65,98.16,98.16,98.16,97.45,0.00,100.00,100.00,100.00,100.00,100.00,-2.35,-1.84
std,,,,,,,,,,,,,,,,,,,,
min,0.00,93.39,94.40,96.05,92.81,93.53,0.00,97.65,98.16,98.16,98.16,97.45,0.00,100.00,100.00,100.00,100.00,100.00,-2.35,-1.84
max,0.00,93.39,94.40,96.05,92.81,93.53,0.00,97.65,98.16,98.16,98.16,97.45,0.00,100.00,100.00,100.00,100.00,100.00,-2.35,-1.84
