statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,94.14,95.37,92.77,98.11,92.97,0.00,92.65,94.31,93.24,95.39,91.60,0.00,80.95,83.72,88.89,79.12,81.52,11.69,10.58
std,,,,,,,,,,,,,,,,,,,,
min,0.00,94.14,95.37,92.77,98.11,92.97,0.00,92.65,94.31,93.24,95.39,91.60,0.00,80.95,83.72,88.89,79.12,81.52,11.69,10.58
max,0.00,94.14,95.37,92.77,98.11,92.97,0.00,92.65,94.31,93.24,95.39,91.60,0.00,80.95,83.72,88.89,79.12,81.52,11.69,10.58
