statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,92.86,94.32,91.18,97.68,91.55,0.00,90.29,92.65,89.66,95.85,88.17,0.00,91.98,94.34,97.66,91.24,92.62,-1.68,-1.69
std,,,,,,,,,,,,,,,,,,,,
min,0.00,92.86,94.32,91.18,97.68,91.55,0.00,90.29,92.65,89.66,95.85,88.17,0.00,91.98,94.34,97.66,91.24,92.62,-1.68,-1.69
max,0.00,92.86,94.32,91.18,97.68,91.55,0.00,90.29,92.65,89.66,95.85,88.17,0.00,91.98,94.34,97.66,91.24,92.62,-1.68,-1.69
