fold,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,total_trials_attempted,valid_trials_processed,skip_rate,skipped_missing,skipped_mismatch,skipped_short,skipped_dtw,skipped_preprocessing,motion_enabled,motion_total,motion_passed,motion_rejected,motion_rejection_rate
1,0.00029,92.28,93.97,90.65,97.53,90.7,0.000507,90.29,92.75,88.66,97.24,87.64,0.001896,80.13,81.93,86.08,78.16,80.49,1458,919,36.97,0,0,159,0,0,False,,,,
