n_folds,f1_mean,f1_std,f1_min,f1_max,f1_median,f1_ci_low,f1_ci_high,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,accuracy_median,accuracy_ci_low,accuracy_ci_high,precision_mean,precision_std,precision_min,precision_max,precision_median,precision_ci_low,precision_ci_high,recall_mean,recall_std,recall_min,recall_max,recall_median,recall_ci_low,recall_ci_high,auc_mean,auc_std,auc_min,auc_max,auc_median,auc_ci_low,auc_ci_high,experiment,type,channels
22,0.8788909090909091,0.07605475414269398,0.7158,1.0,0.8795999999999999,0.84517012019469,0.9126116979871282,0.8527454545454547,0.08527082752016675,0.6561,1.0,0.8541000000000001,0.8149384876276651,0.8905524214632443,0.8393045454545457,0.11979314106000245,0.5778,1.0,0.8433,0.7861912421977842,0.8924178487113071,0.9349727272727272,0.06919740692786924,0.7816,1.0,0.9421999999999999,0.9042923158049242,0.9656531387405302,0.8312409090909092,0.1125110477499915,0.5556,1.0,0.8486,0.7813563051310877,0.8811255130507307,kalman_dual,dual,7
22,0.8621636363636362,0.08605527872054682,0.619,0.9836,0.8739999999999999,0.8240088632682372,0.9003184094590353,0.825159090909091,0.0967832170569676,0.6,0.9795999999999999,0.83355,0.7822478164218739,0.8680703653963081,0.815840909090909,0.13522467955605946,0.4483,1.0,0.80525,0.7558856449622064,0.8757961732196116,0.9320499999999999,0.06794252297767157,0.7241,1.0,0.9347000000000001,0.901925972906203,0.9621740270937968,0.8064454545454546,0.11307360319835809,0.5556,0.9765999999999999,0.8224,0.756311427472895,0.8565794816180141,kalman_single,single,7
22,0.8461772727272726,0.07616798434924504,0.6933,0.9784999999999999,0.8382000000000001,0.8124062803699442,0.879948265084601,0.8064,0.0893818986681521,0.6742,0.9728,0.79605,0.7667702862482852,0.8460297137517148,0.8198045454545455,0.13439348225860165,0.5306000000000001,1.0,0.81755,0.760217813561791,0.8793912773473,0.8970227272727271,0.09274570420968643,0.7016,1.0,0.91185,0.8559015856959853,0.938143868849469,0.7946181818181818,0.11414016711446391,0.5595,0.9643,0.7883,0.7440112667971339,0.8452250968392296,dual_asym_dropout,dual,6
22,0.838909090909091,0.10936570764484639,0.5625,1.0,0.8636,0.7904190526261687,0.8873991291920134,0.8084454545454546,0.12541807695054977,0.4286,1.0,0.8219000000000001,0.7528381944301378,0.8640527146607714,0.8130363636363637,0.13072938076680007,0.5,1.0,0.7955,0.7550742033340654,0.870998523938662,0.8819272727272729,0.1277933010458991,0.5747,1.0,0.93175,0.8252668972452268,0.938587648209319,0.7942227272727272,0.13168355985112545,0.39289999999999997,1.0,0.8100499999999999,0.7358375076648745,0.85260794688058,single_stream,single,6
22,0.8120545454545455,0.10934178274815831,0.625,1.0,0.8047,0.7635751148765546,0.8605339760325363,0.7932772727272727,0.1127208263674894,0.5842,1.0,0.7842,0.7432996581390515,0.8432548873154938,0.8343,0.1189412299855529,0.5938,1.0,0.80515,0.7815644129534043,0.8870355870465958,0.8014181818181818,0.13268077205355444,0.5725,1.0,0.8249,0.7425908230890882,0.8602455405472754,0.7938636363636365,0.11600465731805994,0.5843,1.0,0.7797499999999999,0.7424300526975679,0.8452972200297052,dual_symmetric,dual,6
22,0.8088545454545456,0.1264839749957912,0.4409,0.9764,0.80375,0.7527746926213424,0.8649343982877488,0.7826909090909091,0.12526359980947951,0.5297999999999999,0.9727,0.79065,0.7271521403029529,0.8382296778788653,0.8308954545454543,0.12828344167088132,0.5640999999999999,1.0,0.8429,0.7740177628846789,0.8877731462062297,0.8130318181818182,0.16805457839745494,0.3218,1.0,0.864,0.7385205923542865,0.88754304400935,0.7878499999999999,0.1255172450682527,0.46630000000000005,0.9688,0.78845,0.7321987712044871,0.8435012287955128,dual_asymmetric,dual,6
