statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,94.50,95.63,92.88,98.56,93.33,0.00,92.35,94.20,91.34,97.24,90.49,0.00,91.92,94.52,89.61,100.00,86.67,0.43,-0.32
std,,,,,,,,,,,,,,,,,,,,
min,0.00,94.50,95.63,92.88,98.56,93.33,0.00,92.35,94.20,91.34,97.24,90.49,0.00,91.92,94.52,89.61,100.00,86.67,0.43,-0.32
max,0.00,94.50,95.63,92.88,98.56,93.33,0.00,92.35,94.20,91.34,97.24,90.49,0.00,91.92,94.52,89.61,100.00,86.67,0.43,-0.32
