statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,94.35,95.37,96.76,94.02,94.45,0.00,95.29,96.28,97.18,95.39,95.26,0.01,93.06,92.96,98.51,88.00,93.28,2.24,3.32
std,,,,,,,,,,,,,,,,,,,,
min,0.00,94.35,95.37,96.76,94.02,94.45,0.00,95.29,96.28,97.18,95.39,95.26,0.01,93.06,92.96,98.51,88.00,93.28,2.24,3.32
max,0.00,94.35,95.37,96.76,94.02,94.45,0.00,95.29,96.28,97.18,95.39,95.26,0.01,93.06,92.96,98.51,88.00,93.28,2.24,3.32
