test_subject,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc
53,0.00022,94.27,95.48,92.63,98.52,93.0,0.000382,92.94,94.44,94.88,94.01,92.53,0.003017,80.2,80.77,95.45,70.0,82.56
Average,0.00022,94.27,95.48,92.63,98.52,93.0,0.000382,92.94,94.44,94.88,94.01,92.53,0.003017,80.2,80.77,95.45,70.0,82.56
