statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,96.25,97.00,95.04,99.03,95.45,0.00,89.71,92.20,89.22,95.39,87.53,0.00,83.21,88.89,80.73,98.88,74.44,6.50,3.32
std,,,,,,,,,,,,,,,,,,,,
min,0.00,96.25,97.00,95.04,99.03,95.45,0.00,89.71,92.20,89.22,95.39,87.53,0.00,83.21,88.89,80.73,98.88,74.44,6.50,3.32
max,0.00,96.25,97.00,95.04,99.03,95.45,0.00,89.71,92.20,89.22,95.39,87.53,0.00,83.21,88.89,80.73,98.88,74.44,6.50,3.32
