statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,93.31,94.68,91.56,98.02,92.02,0.00,85.59,88.58,89.62,87.56,84.84,0.00,90.06,92.80,97.48,88.55,91.27,-4.47,-4.22
std,,,,,,,,,,,,,,,,,,,,
min,0.00,93.31,94.68,91.56,98.02,92.02,0.00,85.59,88.58,89.62,87.56,84.84,0.00,90.06,92.80,97.48,88.55,91.27,-4.47,-4.22
max,0.00,93.31,94.68,91.56,98.02,92.02,0.00,85.59,88.58,89.62,87.56,84.84,0.00,90.06,92.80,97.48,88.55,91.27,-4.47,-4.22
