statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,92.12,93.77,90.01,97.86,90.57,0.00,88.24,90.65,91.94,89.40,87.79,0.00,80.98,86.10,96.97,77.42,84.86,7.25,4.56
std,,,,,,,,,,,,,,,,,,,,
min,0.00,92.12,93.77,90.01,97.86,90.57,0.00,88.24,90.65,91.94,89.40,87.79,0.00,80.98,86.10,96.97,77.42,84.86,7.25,4.56
max,0.00,92.12,93.77,90.01,97.86,90.57,0.00,88.24,90.65,91.94,89.40,87.79,0.00,80.98,86.10,96.97,77.42,84.86,7.25,4.56
