statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,82.69,86.42,79.62,94.49,80.35,0.00,92.27,93.48,93.69,93.27,92.03,0.00,98.00,98.55,100.00,97.14,98.57,-5.73,-5.07
std,,,,,,,,,,,,,,,,,,,,
min,0.00,82.69,86.42,79.62,94.49,80.35,0.00,92.27,93.48,93.69,93.27,92.03,0.00,98.00,98.55,100.00,97.14,98.57,-5.73,-5.07
max,0.00,82.69,86.42,79.62,94.49,80.35,0.00,92.27,93.48,93.69,93.27,92.03,0.00,98.00,98.55,100.00,97.14,98.57,-5.73,-5.07
