statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,94.31,95.22,97.09,93.42,94.56,0.00,97.06,97.71,97.26,98.16,96.64,0.01,79.75,84.65,100.00,73.39,86.69,17.30,13.06
std,,,,,,,,,,,,,,,,,,,,
min,0.00,94.31,95.22,97.09,93.42,94.56,0.00,97.06,97.71,97.26,98.16,96.64,0.01,79.75,84.65,100.00,73.39,86.69,17.30,13.06
max,0.00,94.31,95.22,97.09,93.42,94.56,0.00,97.06,97.71,97.26,98.16,96.64,0.01,79.75,84.65,100.00,73.39,86.69,17.30,13.06
