statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,87.43,90.07,84.27,96.74,85.39,0.00,91.47,92.83,92.83,92.83,91.15,0.00,81.31,80.77,67.74,100.00,84.62,10.16,12.06
std,,,,,,,,,,,,,,,,,,,,
min,0.00,87.43,90.07,84.27,96.74,85.39,0.00,91.47,92.83,92.83,92.83,91.15,0.00,81.31,80.77,67.74,100.00,84.62,10.16,12.06
max,0.00,87.43,90.07,84.27,96.74,85.39,0.00,91.47,92.83,92.83,92.83,91.15,0.00,81.31,80.77,67.74,100.00,84.62,10.16,12.06
