statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,95.02,95.92,97.10,94.76,95.10,0.00,96.47,97.24,97.24,97.24,96.18,0.01,84.89,87.43,80.22,96.05,83.74,11.58,9.81
std,,,,,,,,,,,,,,,,,,,,
min,0.00,95.02,95.92,97.10,94.76,95.10,0.00,96.47,97.24,97.24,97.24,96.18,0.01,84.89,87.43,80.22,96.05,83.74,11.58,9.81
max,0.00,95.02,95.92,97.10,94.76,95.10,0.00,96.47,97.24,97.24,97.24,96.18,0.01,84.89,87.43,80.22,96.05,83.74,11.58,9.81
