fold,test_subject,phase,epoch,loss,accuracy,f1_score,precision,recall,auc
1,55,train,1,0.01263866634090862,63.060330299966296,67.43909685086156,72.75641025641025,62.84606866002215,63.119847422173
1,55,val,1,0.009975058541578406,57.94117647058824,59.02578796561605,78.03030303030303,47.465437788018434,61.944101007830355
1,55,train,2,0.007570252641106359,74.01415571284126,77.63272410791993,81.53564899451554,74.08637873754152,73.99409376153562
1,55,val,2,0.005886089100557215,73.52941176470588,78.4688995215311,81.59203980099502,75.57603686635944,72.74736802667566
1,55,train,3,0.005471637775731641,81.19312436804853,83.94706559263521,87.36526946107784,80.78626799557033,81.30614002707026
1,55,val,3,0.00682134838665233,73.52941176470588,74.71910112359551,95.68345323741008,61.29032258064516,78.20613690007866
1,55,train,4,0.0045079993888268695,84.05797101449275,86.43533123028392,89.64901844140392,83.44407530454042,84.22849760059063
1,55,val,4,0.002085584566435393,94.41176470588235,95.63218390804599,95.41284403669725,95.85253456221197,93.86122663069948
1,55,train,5,0.003999642492907594,85.47354229861813,87.63980498996273,90.8982748364069,84.60686600221484,85.71428571428571
1,55,val,5,0.001281531834427048,96.17647058823529,96.95550351288055,98.57142857142858,95.39170506912443,96.47634033944024
1,55,train,6,0.003289249237535134,87.90023592854736,89.77499287952149,92.43401759530792,87.26467331118494,88.07678110003691
1,55,val,6,0.002027016637079856,94.41176470588235,95.48693586698337,98.52941176470588,92.62672811059907,95.09385186017758
1,55,train,7,0.003179776566093684,88.77654196157735,90.48299514146899,93.502658003544,87.65227021040974,89.08883967023503
1,55,val,7,0.0015277568031759822,95.0,95.96199524940617,99.01960784313727,93.08755760368663,95.73077067176202
1,55,train,8,0.0028172391276890716,90.2258173238962,91.71428571428572,94.74616292798112,88.87043189368771,90.60231327673188
1,55,val,8,0.0015370932681595577,95.88235294117648,96.81818181818181,95.51569506726457,98.15668202764977,95.01330036341838
1,55,train,9,0.0028136818081813506,89.51803168183349,91.12696148359487,93.99646851088875,88.42746400885936,89.82096714654855
1,55,val,9,0.001338527855627677,95.29411764705881,96.31336405529954,96.31336405529954,96.31336405529954,94.90464950732456
1,55,train,10,0.002551532139230104,91.30434782608695,92.66211604095564,95.26315789473684,90.19933554817275,91.61129568106313
1,55,val,10,0.001590735322850592,95.58823529411765,96.5034965034965,97.64150943396226,95.39170506912443,95.66333220935896
1,55,train,11,0.0024331838048223618,91.13582743511965,92.51352120694563,95.19625073227886,89.97785160575859,91.45748738771995
1,55,val,11,0.0015898236292688286,95.0,96.07390300230946,96.29629629629629,95.85253456221197,94.67423476078079
1,55,train,12,0.0021308511118917784,91.77620492079541,93.05239179954444,95.77960140679953,90.47619047619048,92.13732004429677
1,55,val,12,0.001998159311273519,95.88235294117648,96.83257918552037,95.11111111111111,98.61751152073732,94.8372110449215
1,55,train,13,0.002056504339532174,92.61880687563195,93.80480905233381,95.89358010410642,91.80509413067553,92.8448381936754
1,55,val,13,0.0025796412106822517,92.94117647058823,94.61883408071749,92.13973799126637,97.23502304147466,91.3004383500056
1,55,train,14,0.002132107360890549,92.55139871924503,93.75529810680983,95.72994806693595,91.86046511627907,92.7433247200689
1,55,val,14,0.0030166754279943074,92.64705882352942,94.17249417249417,95.28301886792453,93.08755760368663,92.47873815143681
1,55,train,15,0.0019724005622959394,92.5851027974385,93.76063528077141,96.1046511627907,91.5282392026578,92.87867601821091
1,55,val,15,0.0035144652513896717,92.05882352941175,93.87755102040816,92.41071428571429,95.39170506912443,90.78528342887115
1,55,train,16,0.0018830720911553946,93.12436804853387,94.22750424448218,96.35416666666666,92.19269102990033,93.38316722037654
1,55,val,16,0.005123263882363544,91.17647058823529,93.30357142857143,90.47619047619048,96.31336405529954,89.21359259675546
1,55,train,17,0.001663322201080904,94.6747556454331,95.5518018018018,97.19358533791524,93.96456256921373,94.87203149993849
1,55,val,17,0.00445678974775707,91.76470588235294,93.57798165137613,93.15068493150685,94.00921658986175,90.90704731932112
1,55,train,18,0.001574675859221112,94.57364341085271,95.46351084812623,97.18875502008032,93.7984496124031,94.78897502153315
1,55,val,18,0.002847317562383764,92.64705882352942,94.19953596287702,94.85981308411215,93.54838709677419,92.30264883293995
1,55,train,19,0.0016309372781903647,93.7984496124031,94.8169014084507,96.50229357798165,93.18936877076412,93.9676387350806
1,55,val,19,0.002414204684250495,94.41176470588235,95.69160997732426,94.19642857142857,97.23502304147466,93.33295867520887
1,55,test,best,0.005871900343542616,77.83251231527095,81.78137651821864,95.28301886792453,71.63120567375887,81.7833447723633
