statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,93.80,94.82,96.50,93.19,93.97,0.00,96.18,96.96,98.57,95.39,96.48,0.01,77.83,81.78,95.28,71.63,81.78,18.34,15.17
std,,,,,,,,,,,,,,,,,,,,
min,0.00,93.80,94.82,96.50,93.19,93.97,0.00,96.18,96.96,98.57,95.39,96.48,0.01,77.83,81.78,95.28,71.63,81.78,18.34,15.17
max,0.00,93.80,94.82,96.50,93.19,93.97,0.00,96.18,96.96,98.57,95.39,96.48,0.01,77.83,81.78,95.28,71.63,81.78,18.34,15.17
