statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,95.84,96.70,94.82,98.66,94.96,0.00,92.35,94.09,92.83,95.39,91.19,0.00,79.17,81.25,76.47,86.67,78.84,13.19,12.84
std,,,,,,,,,,,,,,,,,,,,
min,0.00,95.84,96.70,94.82,98.66,94.96,0.00,92.35,94.09,92.83,95.39,91.19,0.00,79.17,81.25,76.47,86.67,78.84,13.19,12.84
max,0.00,95.84,96.70,94.82,98.66,94.96,0.00,92.35,94.09,92.83,95.39,91.19,0.00,79.17,81.25,76.47,86.67,78.84,13.19,12.84
