test_subject,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc
37,0.001021,96.87,97.43,97.83,97.04,96.83,0.001143,97.35,97.95,96.85,99.08,96.69,0.007026,87.02,90.71,88.3,93.26,83.53
Average,0.001021,96.87,97.43,97.83,97.04,96.83,0.001143,97.35,97.95,96.85,99.08,96.69,0.007026,87.02,90.71,88.3,93.26,83.53
