test_subject,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
34,0.00,93.77,94.83,96.44,93.27,93.92,0.00,95.88,96.79,96.35,97.24,95.37,0.00,92.31,95.24,90.91,100.00,83.33,3.57,1.55
