transformer_mean_f1,transformer_std_f1,cnn_mean_f1,cnn_std_f1,mean_improvement,transformer_wins,cnn_wins,total_subjects,total_trials_analyzed,paired_ttest_pvalue,cohens_d
91.09761904761905,6.126596856952402,88.86428571428571,6.770235277616703,2.233333333333333,14,7,21,453,0.01891394339013444,0.5573249070304729
