statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,92.53,94.26,91.28,97.43,90.81,0.00,82.65,86.44,86.24,86.64,81.12,0.00,83.50,81.36,72.00,93.51,85.37,-0.85,5.08
std,,,,,,,,,,,,,,,,,,,,
min,0.00,92.53,94.26,91.28,97.43,90.81,0.00,82.65,86.44,86.24,86.64,81.12,0.00,83.50,81.36,72.00,93.51,85.37,-0.85,5.08
max,0.00,92.53,94.26,91.28,97.43,90.81,0.00,82.65,86.44,86.24,86.64,81.12,0.00,83.50,81.36,72.00,93.51,85.37,-0.85,5.08
