statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,87.78,90.22,84.78,96.41,86.01,0.00,91.73,93.39,89.02,98.21,90.22,0.00,80.36,84.51,73.17,100.00,78.85,11.38,8.88
std,,,,,,,,,,,,,,,,,,,,
min,0.00,87.78,90.22,84.78,96.41,86.01,0.00,91.73,93.39,89.02,98.21,90.22,0.00,80.36,84.51,73.17,100.00,78.85,11.38,8.88
max,0.00,87.78,90.22,84.78,96.41,86.01,0.00,91.73,93.39,89.02,98.21,90.22,0.00,80.36,84.51,73.17,100.00,78.85,11.38,8.88
