fold,test_subject,phase,epoch,loss,accuracy,f1_score,precision,recall,auc
1,63,train,1,0.012028747922895421,65.03519946362722,69.51183864367144,73.80509000620734,65.69060773480663,64.85723907626947
1,63,val,1,0.009175678298753851,68.52941176470588,72.49357326478149,81.97674418604652,64.97695852534562,69.88685324641266
1,63,train,2,0.006986752746890865,75.69560844787127,79.02805901070292,82.93867638129933,75.4696132596685,75.75697201772856
1,63,val,2,0.007291174066417358,73.23529411764706,74.65181058495821,94.36619718309859,61.75115207373272,77.62354351654116
1,63,train,3,0.005433296272109668,81.42809252430439,84.09873708381171,87.51493428912784,80.93922651933701,81.5608323560027
1,63,val,3,0.005368541619356941,79.70588235294119,81.69761273209548,96.25,70.96774193548387,83.04484657749803
1,63,train,4,0.004640274097005913,84.1099564197117,86.48802736602053,89.34040047114252,83.8121546961326,84.190817331016
1,63,val,4,0.0031947323504616233,89.11764705882354,91.25295508274232,93.68932038834951,88.94009216589862,89.18549323742086
1,63,train,5,0.003975805803069403,85.85316795172645,87.94285714285715,91.06508875739645,85.02762430939227,86.07732451616248
1,63,val,5,0.004270525649189949,86.76470588235294,88.60759493670885,98.31460674157303,80.64516129032258,89.10306845003933
1,63,train,6,0.0034390929767920035,87.49580958766343,89.40641863107071,91.99298655756867,86.96132596685084,87.6409357881995
1,63,val,6,0.001961639939862139,95.29411764705881,96.31336405529954,96.31336405529954,96.31336405529954,94.90464950732456
1,63,train,7,0.003036442855600938,89.60777740529669,91.17312072892938,94.06580493537015,88.45303867403315,89.92131899601061
1,63,val,7,0.0017528059070601183,94.70588235294117,95.77464788732394,97.60765550239235,94.00921658986175,94.97208796972762
1,63,train,8,0.0028907080130052775,89.07140462621523,90.68571428571428,93.90532544378698,87.67955801104972,89.44932717261777
1,63,val,8,0.0015168409685001655,96.17647058823529,97.01149425287356,96.78899082568807,97.23502304147466,95.77198306545277
1,63,train,9,0.0027027094497542392,90.14415018437815,91.65247018739352,94.27570093457945,89.17127071823204,90.4083122559617
1,63,val,9,0.0016060775091104647,95.88235294117648,96.7741935483871,96.7741935483871,96.7741935483871,95.54156831890901
1,63,train,10,0.0023732369367883703,91.18337244384847,92.50498717583358,95.52678045909359,89.66850828729281,91.5946974514043
1,63,val,10,0.001809878000879989,95.29411764705881,96.31336405529954,96.31336405529954,96.31336405529954,94.90464950732456
1,63,train,11,0.002404266754193391,91.65269862554474,92.93617021276596,95.51020408163265,90.49723756906077,91.96643634633772
1,63,val,11,0.0018485650474972584,95.29411764705881,96.3302752293578,95.8904109589041,96.7741935483871,94.7285601888277
1,63,train,12,0.0022651187918188587,91.75326852162253,93.02721088435374,95.51804423748544,90.66298342541437,92.04930927451451
1,63,val,12,0.004642216379151624,92.05882352941175,93.7354988399072,94.39252336448598,93.08755760368663,91.66573002135551
1,63,train,13,0.0021243219844874544,92.15554810593363,93.40473506200675,95.33947065592635,91.54696132596685,92.32079524098855
1,63,val,13,0.002729039721410064,95.0,96.09195402298852,95.87155963302753,96.31336405529954,94.49814544228393
1,63,train,14,0.0018753554638284108,93.32886356017433,94.3864598025388,96.42651296829972,92.43093922651934,93.57267336432533
1,63,val,14,0.0029260695199756063,94.11764705882352,95.37037037037037,95.81395348837209,94.93087557603687,93.8069012026526
1,63,train,15,0.0017850600411547857,93.56352665102247,94.57320520067836,96.81712962962963,92.43093922651934,93.87105358597918
1,63,val,15,0.003017911994281937,94.41176470588235,95.63218390804599,95.41284403669725,95.85253456221197,93.86122663069948
1,63,train,16,0.0017933367126806447,93.89875963794837,94.87323943661971,96.7816091954023,93.03867403314918,94.13229524334355
1,63,val,16,0.003638277027536841,92.94117647058823,94.36619718309859,96.17224880382776,92.62672811059907,93.06133153497433
1,63,train,17,0.0016881637300195768,94.30103922225948,95.22203485103991,96.91075514874143,93.59116022099447,94.49378982916731
1,63,val,17,0.0032015126718975165,93.82352941176471,95.25959367945825,93.36283185840708,97.23502304147466,92.51995054512756
1,63,train,18,0.0017155337300709817,94.50217901441502,95.40100953449243,96.86788154897495,93.97790055248619,94.64453424896261
1,63,val,18,0.002759399215745575,95.0,96.10983981693364,95.45454545454545,96.7741935483871,94.32205612378705
1,63,train,19,0.001530383114412332,94.90445859872611,95.7351290684624,97.26339794754846,94.25414364640883,95.08103601757782
1,63,val,19,0.0029624929980320088,94.41176470588235,95.71106094808127,93.80530973451327,97.6958525345622,93.15686935671201
1,63,train,20,0.0013240240202068362,95.10559839088167,95.91036414565826,97.27272727272728,94.58563535911603,95.24678187393143
1,63,val,20,0.002642541071947883,95.29411764705881,96.34703196347033,95.47511312217195,97.23502304147466,94.55247087033082
1,63,train,21,0.001456038110355303,95.20616828695944,96.00223651104277,97.17034521788341,94.86187845303867,95.29965192899162
1,63,val,21,0.0017160239739014821,95.58823529411765,96.55172413793103,96.3302752293578,96.7741935483871,95.13506425386835
1,63,test,best,0.0032069823321174175,85.02673796791443,88.79999999999998,98.23008849557522,81.02189781021897,88.51094890510949
