statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,93.64,94.87,96.31,93.48,93.69,0.00,94.41,95.55,97.14,94.01,94.57,0.00,91.00,88.75,85.54,92.21,91.23,3.41,6.80
std,,,,,,,,,,,,,,,,,,,,
min,0.00,93.64,94.87,96.31,93.48,93.69,0.00,94.41,95.55,97.14,94.01,94.57,0.00,91.00,88.75,85.54,92.21,91.23,3.41,6.80
max,0.00,93.64,94.87,96.31,93.48,93.69,0.00,94.41,95.55,97.14,94.01,94.57,0.00,91.00,88.75,85.54,92.21,91.23,3.41,6.80
