statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,93.20,94.66,91.78,97.72,91.84,0.00,86.18,89.20,88.99,89.40,84.94,0.00,92.73,93.94,88.57,100.00,91.67,-6.55,-4.74
std,,,,,,,,,,,,,,,,,,,,
min,0.00,93.20,94.66,91.78,97.72,91.84,0.00,86.18,89.20,88.99,89.40,84.94,0.00,92.73,93.94,88.57,100.00,91.67,-6.55,-4.74
max,0.00,93.20,94.66,91.78,97.72,91.84,0.00,86.18,89.20,88.99,89.40,84.94,0.00,92.73,93.94,88.57,100.00,91.67,-6.55,-4.74
