statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,94.27,95.54,92.64,98.62,92.88,0.00,93.24,94.88,91.81,98.16,91.35,0.00,85.83,86.57,87.22,85.93,85.82,7.41,8.31
std,,,,,,,,,,,,,,,,,,,,
min,0.00,94.27,95.54,92.64,98.62,92.88,0.00,93.24,94.88,91.81,98.16,91.35,0.00,85.83,86.57,87.22,85.93,85.82,7.41,8.31
max,0.00,94.27,95.54,92.64,98.62,92.88,0.00,93.24,94.88,91.81,98.16,91.35,0.00,85.83,86.57,87.22,85.93,85.82,7.41,8.31
