fold,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,total_trials_attempted,valid_trials_processed,skip_rate,skipped_missing,skipped_mismatch,skipped_short,skipped_dtw,skipped_preprocessing,motion_enabled,motion_total,motion_passed,motion_rejected,motion_rejection_rate
1,0.000188,95.39,96.33,93.83,98.98,94.37,0.000221,96.47,97.29,95.56,99.08,95.47,0.000763,87.02,91.1,85.29,97.75,81.02,1458,919,36.97,0,0,159,0,0,False,,,,
