statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,89.56,91.53,86.80,96.80,88.12,0.00,80.27,84.71,78.54,91.93,77.54,0.00,76.00,85.37,74.47,100.00,60.00,4.27,-0.66
std,,,,,,,,,,,,,,,,,,,,
min,0.00,89.56,91.53,86.80,96.80,88.12,0.00,80.27,84.71,78.54,91.93,77.54,0.00,76.00,85.37,74.47,100.00,60.00,4.27,-0.66
max,0.00,89.56,91.53,86.80,96.80,88.12,0.00,80.27,84.71,78.54,91.93,77.54,0.00,76.00,85.37,74.47,100.00,60.00,4.27,-0.66
