statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,96.02,96.73,97.96,95.54,96.16,0.00,96.76,97.42,99.05,95.85,97.11,0.02,68.79,69.57,75.68,64.37,69.33,27.97,27.86
std,,,,,,,,,,,,,,,,,,,,
min,0.00,96.02,96.73,97.96,95.54,96.16,0.00,96.76,97.42,99.05,95.85,97.11,0.02,68.79,69.57,75.68,64.37,69.33,27.97,27.86
max,0.00,96.02,96.73,97.96,95.54,96.16,0.00,96.76,97.42,99.05,95.85,97.11,0.02,68.79,69.57,75.68,64.37,69.33,27.97,27.86
