statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,94.21,95.23,96.66,93.83,94.33,0.00,96.76,97.47,97.25,97.70,96.41,0.01,83.05,84.38,90.00,79.41,83.71,13.71,13.10
std,,,,,,,,,,,,,,,,,,,,
min,0.00,94.21,95.23,96.66,93.83,94.33,0.00,96.76,97.47,97.25,97.70,96.41,0.01,83.05,84.38,90.00,79.41,83.71,13.71,13.10
max,0.00,94.21,95.23,96.66,93.83,94.33,0.00,96.76,97.47,97.25,97.70,96.41,0.01,83.05,84.38,90.00,79.41,83.71,13.71,13.10
