test_subject,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc
52,0.0002,95.47,96.42,94.33,98.61,94.5,0.000796,83.53,87.5,84.85,90.32,80.93,0.001684,75.0,80.22,68.22,97.33,74.03
Average,0.0002,95.47,96.42,94.33,98.61,94.5,0.000796,83.53,87.5,84.85,90.32,80.93,0.001684,75.0,80.22,68.22,97.33,74.03
