test_subject,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc
45,0.001862,93.39,94.4,96.05,92.81,93.53,0.001134,97.65,98.16,98.16,98.16,97.45,4.5e-05,100.0,100.0,100.0,100.0,100.0
Average,0.001862,93.39,94.4,96.05,92.81,93.53,0.001134,97.65,98.16,98.16,98.16,97.45,4.5e-05,100.0,100.0,100.0,100.0,100.0
