test_subject,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc
34,0.000471,85.18,88.18,82.36,94.89,83.25,0.000307,90.4,92.27,88.48,96.41,89.0,0.000317,90.0,93.33,87.5,100.0,83.33
Average,0.000471,85.18,88.18,82.36,94.89,83.25,0.000307,90.4,92.27,88.48,96.41,89.0,0.000317,90.0,93.33,87.5,100.0,83.33
