statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,85.18,88.18,82.36,94.89,83.25,0.00,90.40,92.27,88.48,96.41,89.00,0.00,90.00,93.33,87.50,100.00,83.33,0.40,-1.06
std,,,,,,,,,,,,,,,,,,,,
min,0.00,85.18,88.18,82.36,94.89,83.25,0.00,90.40,92.27,88.48,96.41,89.00,0.00,90.00,93.33,87.50,100.00,83.33,0.40,-1.06
max,0.00,85.18,88.18,82.36,94.89,83.25,0.00,90.40,92.27,88.48,96.41,89.00,0.00,90.00,93.33,87.50,100.00,83.33,0.40,-1.06
