statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,94.68,95.54,97.22,93.91,94.89,0.00,96.47,97.21,98.12,96.31,96.53,0.01,77.30,82.63,98.88,70.97,84.20,19.17,14.58
std,,,,,,,,,,,,,,,,,,,,
min,0.00,94.68,95.54,97.22,93.91,94.89,0.00,96.47,97.21,98.12,96.31,96.53,0.01,77.30,82.63,98.88,70.97,84.20,19.17,14.58
max,0.00,94.68,95.54,97.22,93.91,94.89,0.00,96.47,97.21,98.12,96.31,96.53,0.01,77.30,82.63,98.88,70.97,84.20,19.17,14.58
