statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,93.00,94.46,91.51,97.60,91.68,0.00,87.35,90.42,87.50,93.55,84.99,0.00,98.99,99.27,100.00,98.55,99.28,-11.64,-8.85
std,,,,,,,,,,,,,,,,,,,,
min,0.00,93.00,94.46,91.51,97.60,91.68,0.00,87.35,90.42,87.50,93.55,84.99,0.00,98.99,99.27,100.00,98.55,99.28,-11.64,-8.85
max,0.00,93.00,94.46,91.51,97.60,91.68,0.00,87.35,90.42,87.50,93.55,84.99,0.00,98.99,99.27,100.00,98.55,99.28,-11.64,-8.85
