fold,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,total_trials_attempted,valid_trials_processed,skip_rate,skipped_missing,skipped_mismatch,skipped_short,skipped_dtw,skipped_preprocessing,motion_enabled,motion_total,motion_passed,motion_rejected,motion_rejection_rate
1,0.001458,95.21,96.0,97.17,94.86,95.3,0.001519,96.18,97.01,96.79,97.24,95.77,0.003204,85.03,88.8,98.23,81.02,88.51,1458,919,36.97,0,0,159,0,0,False,,,,
