statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,94.19,95.40,92.59,98.38,92.97,0.00,95.29,96.38,94.67,98.16,94.20,0.00,89.74,93.33,93.33,93.33,85.56,5.55,3.05
std,,,,,,,,,,,,,,,,,,,,
min,0.00,94.19,95.40,92.59,98.38,92.97,0.00,95.29,96.38,94.67,98.16,94.20,0.00,89.74,93.33,93.33,93.33,85.56,5.55,3.05
max,0.00,94.19,95.40,92.59,98.38,92.97,0.00,95.29,96.38,94.67,98.16,94.20,0.00,89.74,93.33,93.33,93.33,85.56,5.55,3.05
