statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,95.74,96.51,97.86,95.19,95.91,0.00,95.88,96.74,97.65,95.85,95.89,0.01,87.77,88.89,88.31,89.47,87.59,8.11,7.86
std,,,,,,,,,,,,,,,,,,,,
min,0.00,95.74,96.51,97.86,95.19,95.91,0.00,95.88,96.74,97.65,95.85,95.89,0.01,87.77,88.89,88.31,89.47,87.59,8.11,7.86
max,0.00,95.74,96.51,97.86,95.19,95.91,0.00,95.88,96.74,97.65,95.85,95.89,0.01,87.77,88.89,88.31,89.47,87.59,8.11,7.86
