statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,94.82,95.72,97.32,94.17,95.01,0.00,96.76,97.47,97.25,97.70,96.41,0.01,87.13,88.70,92.73,85.00,87.62,9.64,8.78
std,,,,,,,,,,,,,,,,,,,,
min,0.00,94.82,95.72,97.32,94.17,95.01,0.00,96.76,97.47,97.25,97.70,96.41,0.01,87.13,88.70,92.73,85.00,87.62,9.64,8.78
max,0.00,94.82,95.72,97.32,94.17,95.01,0.00,96.76,97.47,97.25,97.70,96.41,0.01,87.13,88.70,92.73,85.00,87.62,9.64,8.78
