statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,96.32,97.06,95.15,99.06,95.50,0.00,90.00,92.17,92.17,92.17,89.17,0.00,59.18,62.96,65.38,60.71,58.93,30.82,29.20
std,,,,,,,,,,,,,,,,,,,,
min,0.00,96.32,97.06,95.15,99.06,95.50,0.00,90.00,92.17,92.17,92.17,89.17,0.00,59.18,62.96,65.38,60.71,58.93,30.82,29.20
max,0.00,96.32,97.06,95.15,99.06,95.50,0.00,90.00,92.17,92.17,92.17,89.17,0.00,59.18,62.96,65.38,60.71,58.93,30.82,29.20
