statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,95.28,96.11,97.84,94.44,95.54,0.00,96.47,97.24,97.24,97.24,96.18,0.01,84.17,85.33,86.49,84.21,84.17,12.30,11.90
std,,,,,,,,,,,,,,,,,,,,
min,0.00,95.28,96.11,97.84,94.44,95.54,0.00,96.47,97.24,97.24,97.24,96.18,0.01,84.17,85.33,86.49,84.21,84.17,12.30,11.90
max,0.00,95.28,96.11,97.84,94.44,95.54,0.00,96.47,97.24,97.24,97.24,96.18,0.01,84.17,85.33,86.49,84.21,84.17,12.30,11.90
