statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,93.26,94.29,95.89,92.75,93.38,0.00,97.94,98.39,98.17,98.62,97.68,0.00,100.00,100.00,100.00,100.00,100.00,-2.06,-1.61
std,,,,,,,,,,,,,,,,,,,,
min,0.00,93.26,94.29,95.89,92.75,93.38,0.00,97.94,98.39,98.17,98.62,97.68,0.00,100.00,100.00,100.00,100.00,100.00,-2.06,-1.61
max,0.00,93.26,94.29,95.89,92.75,93.38,0.00,97.94,98.39,98.17,98.62,97.68,0.00,100.00,100.00,100.00,100.00,100.00,-2.06,-1.61
