statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,94.95,95.80,96.74,94.88,94.97,0.00,95.29,96.31,96.31,96.31,94.90,0.00,87.85,90.83,100.00,83.21,91.60,7.45,5.48
std,,,,,,,,,,,,,,,,,,,,
min,0.00,94.95,95.80,96.74,94.88,94.97,0.00,95.29,96.31,96.31,96.31,94.90,0.00,87.85,90.83,100.00,83.21,91.60,7.45,5.48
max,0.00,94.95,95.80,96.74,94.88,94.97,0.00,95.29,96.31,96.31,96.31,94.90,0.00,87.85,90.83,100.00,83.21,91.60,7.45,5.48
