statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,94.34,95.31,97.23,93.47,94.60,0.00,96.47,97.21,98.12,96.31,96.53,0.00,83.05,84.38,90.00,79.41,83.71,13.42,12.83
std,,,,,,,,,,,,,,,,,,,,
min,0.00,94.34,95.31,97.23,93.47,94.60,0.00,96.47,97.21,98.12,96.31,96.53,0.00,83.05,84.38,90.00,79.41,83.71,13.42,12.83
max,0.00,94.34,95.31,97.23,93.47,94.60,0.00,96.47,97.21,98.12,96.31,96.53,0.00,83.05,84.38,90.00,79.41,83.71,13.42,12.83
