statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,95.20,96.11,96.70,95.53,95.09,0.00,97.06,97.71,97.26,98.16,96.64,0.01,84.65,86.60,80.77,93.33,84.06,12.41,11.11
std,,,,,,,,,,,,,,,,,,,,
min,0.00,95.20,96.11,96.70,95.53,95.09,0.00,97.06,97.71,97.26,98.16,96.64,0.01,84.65,86.60,80.77,93.33,84.06,12.41,11.11
max,0.00,95.20,96.11,96.70,95.53,95.09,0.00,97.06,97.71,97.26,98.16,96.64,0.01,84.65,86.60,80.77,93.33,84.06,12.41,11.11
