statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,94.22,95.43,92.91,98.09,93.05,0.00,77.65,82.81,81.33,84.33,75.09,0.00,89.09,91.04,84.72,98.39,87.74,-11.44,-8.24
std,,,,,,,,,,,,,,,,,,,,
min,0.00,94.22,95.43,92.91,98.09,93.05,0.00,77.65,82.81,81.33,84.33,75.09,0.00,89.09,91.04,84.72,98.39,87.74,-11.44,-8.24
max,0.00,94.22,95.43,92.91,98.09,93.05,0.00,77.65,82.81,81.33,84.33,75.09,0.00,89.09,91.04,84.72,98.39,87.74,-11.44,-8.24
