statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,94.19,95.41,93.28,97.64,93.13,0.00,90.59,92.86,90.04,95.85,88.58,0.00,70.79,74.00,64.91,86.05,71.28,19.80,18.86
std,,,,,,,,,,,,,,,,,,,,
min,0.00,94.19,95.41,93.28,97.64,93.13,0.00,90.59,92.86,90.04,95.85,88.58,0.00,70.79,74.00,64.91,86.05,71.28,19.80,18.86
max,0.00,94.19,95.41,93.28,97.64,93.13,0.00,90.59,92.86,90.04,95.85,88.58,0.00,70.79,74.00,64.91,86.05,71.28,19.80,18.86
